"user_id","gender","first","last","electronics","nonelectronics","home","sports","clothes","health","books","digital","toys","subscribe","city"
12988,"M",47,15,73,205,1,1,1,0,1,1,1,"yes","London"
12993,"M",27,9,73,146,2,0,1,0,0,2,1,"yes","Bristol"
13014,"M",39,15,69,300,1,0,3,0,1,0,1,"yes","London"
13020,"M",7,3,26,239,0,0,0,2,0,0,0,"yes","London"
13026,"F",49,29,76,313,2,0,0,0,1,1,2,"yes","Manchester"
13052,"M",19,11,42,274,0,0,0,0,0,1,2,"yes","London"
13055,"M",37,15,89,159,3,0,2,1,0,1,1,"yes","London"
13059,"F",15,7,42,298,0,0,0,0,0,2,1,"yes","Bristol"
13075,"F",39,7,119,310,1,1,3,0,1,3,1,"yes","London"
13092,"M",25,1,100,36,0,0,4,0,1,0,3,"yes","London"
13094,"M",1,1,15,215,0,0,0,0,1,0,0,"yes","Bristol"
13095,"F",15,11,28,253,0,0,1,0,0,1,0,"yes","London"
13132,"M",17,15,23,177,2,0,0,0,0,0,0,"yes","London"
13135,"M",55,29,94,317,2,2,0,0,1,1,2,"yes","Birmingham"
13136,"M",61,15,117,115,2,0,1,1,3,1,2,"yes","Liverpool"
13145,"M",37,13,136,46,2,2,1,1,1,2,3,"yes","Liverpool"
13156,"F",23,15,25,218,1,0,1,0,0,0,0,"yes","London"
13172,"F",81,11,150,173,1,0,4,1,1,2,3,"yes","London"
13185,"M",17,11,29,158,0,0,1,0,0,0,1,"yes","Birmingham"
13191,"F",63,13,145,57,1,1,1,1,2,3,3,"yes","Birmingham"
13212,"M",11,7,29,118,0,0,0,0,0,1,1,"yes","London"
13220,"F",49,7,120,288,1,0,3,1,1,2,2,"yes","London"
13245,"F",7,1,29,184,0,0,0,0,0,1,1,"yes","Bristol"
13284,"M",9,1,25,146,1,0,1,0,0,0,0,"yes","Manchester"
13298,"M",15,1,53,74,0,1,0,1,0,1,1,"yes","Liverpool"
13299,"M",23,7,56,123,1,1,2,0,0,0,1,"yes","Glasgow"
13305,"M",21,1,79,191,1,0,3,1,1,1,0,"yes","London"
13320,"F",55,7,93,187,3,0,1,0,1,2,1,"yes","London"
13328,"M",69,11,122,156,3,0,3,2,1,1,1,"yes","London"
13330,"F",11,11,15,222,0,0,1,0,0,0,0,"yes","London"
13333,"M",19,13,29,127,0,0,0,0,1,0,1,"yes","London"
13362,"M",1,1,15,259,0,0,1,0,0,0,0,"yes","London"
13364,"M",31,9,69,237,0,1,2,1,2,0,0,"yes","London"
13384,"M",45,11,123,287,2,0,4,2,0,2,1,"yes","London"
13394,"F",11,7,29,89,0,0,0,1,0,0,1,"yes","London"
13414,"M",17,11,27,119,0,0,0,0,2,0,0,"yes","London"
13415,"M",37,5,138,166,2,1,2,0,2,2,3,"yes","Glasgow"
13430,"F",57,13,146,165,5,1,0,0,1,0,5,"yes","sheffield"
13435,"F",31,5,121,170,5,0,0,0,1,3,1,"yes","Glasgow"
13457,"F",67,5,123,132,1,2,2,2,0,3,1,"yes","London"
13459,"M",3,1,26,190,1,0,0,1,0,0,0,"yes","Birmingham"
13548,"F",1,1,15,168,1,0,0,0,0,0,0,"yes","London"
13588,"F",49,3,140,198,1,4,1,1,0,2,3,"yes","London"
13602,"M",23,23,15,237,0,0,0,0,0,0,1,"yes","Birmingham"
13612,"M",11,7,27,200,0,0,1,0,1,0,0,"yes","sheffield"
13629,"F",29,11,46,68,0,1,1,0,1,1,0,"yes","Birmingham"
13662,"M",47,9,141,102,1,3,4,1,1,1,1,"yes","Birmingham"
13669,"F",9,1,42,5,0,0,0,0,0,2,1,"yes","London"
13682,"F",53,15,81,27,1,1,1,0,2,1,1,"yes","London"
13738,"M",27,15,53,285,2,1,1,1,0,0,0,"yes","Birmingham"
13739,"F",3,1,25,18,0,1,1,0,0,0,0,"yes","Liverpool"
13742,"M",27,3,77,212,0,0,2,1,0,1,2,"yes","London"
13757,"F",7,7,15,270,1,0,0,0,0,0,0,"yes","London"
13760,"M",33,13,84,175,1,0,3,0,0,1,2,"yes","London"
13764,"F",11,11,15,257,0,0,0,0,0,0,1,"yes","Glasgow"
13767,"M",11,11,15,188,0,0,0,1,0,0,0,"yes","Manchester"
13783,"F",7,7,15,259,0,0,0,0,0,1,0,"yes","Birmingham"
13788,"M",37,19,78,179,1,0,0,0,0,1,4,"yes","London"
13800,"F",17,15,29,96,0,0,0,0,0,0,2,"yes","London"
13804,"F",9,9,15,247,0,0,0,1,0,0,0,"yes","Birmingham"
13817,"F",33,5,140,237,4,1,0,1,1,3,2,"yes","London"
13818,"M",41,15,65,32,2,1,2,0,0,1,0,"yes","Manchester"
13841,"F",13,13,15,65,0,0,0,1,0,0,0,"yes","London"
13843,"M",51,11,101,142,2,1,1,1,0,3,1,"yes","London"
13844,"F",5,3,25,95,0,0,2,0,0,0,0,"yes","London"
13854,"F",65,5,129,151,5,1,1,0,0,1,3,"yes","Bristol"
13864,"F",1,1,15,201,0,0,0,0,0,0,1,"yes","London"
13879,"F",9,9,15,201,0,1,0,0,0,0,0,"yes","Glasgow"
13892,"M",1,1,15,38,0,0,0,0,0,1,0,"yes","London"
13893,"M",55,15,80,272,2,0,1,1,0,0,3,"yes","London"
13917,"M",37,3,75,253,0,0,2,1,1,1,1,"yes","London"
13918,"F",25,25,15,24,0,1,0,0,0,0,0,"yes","Birmingham"
13919,"M",19,11,29,110,1,0,0,0,0,0,1,"yes","Birmingham"
13921,"F",31,13,98,56,2,0,0,2,1,1,2,"yes","Birmingham"
13922,"M",7,3,25,231,1,0,1,0,0,0,0,"yes","Liverpool"
13928,"F",13,13,15,233,0,0,1,0,0,0,0,"yes","Birmingham"
13938,"F",37,9,103,207,2,1,1,0,1,1,3,"yes","London"
13952,"M",13,7,29,143,0,0,1,0,0,0,1,"yes","Birmingham"
13962,"F",11,9,28,226,0,0,1,0,0,1,0,"yes","London"
14010,"F",51,7,89,143,1,2,2,0,0,0,3,"yes","London"
14012,"M",17,3,36,239,0,1,0,0,2,0,0,"yes","Birmingham"
14024,"M",11,5,34,111,2,0,0,1,0,0,0,"yes","London"
14036,"M",7,7,15,27,0,0,0,0,1,0,0,"yes","London"
14037,"F",39,3,75,293,3,1,1,0,1,1,0,"yes","London"
14062,"M",55,23,143,194,1,2,0,1,2,4,2,"yes","London"
14065,"F",11,11,15,177,0,0,0,0,0,1,0,"yes","Glasgow"
14105,"F",25,1,60,89,0,1,1,0,0,3,0,"yes","London"
14115,"F",23,1,60,172,1,2,0,0,0,0,2,"yes","London"
14127,"F",11,7,25,251,1,0,1,0,0,0,0,"yes","Birmingham"
14182,"M",5,3,27,243,1,0,0,0,1,0,0,"yes","Glasgow"
14183,"M",35,7,80,157,1,1,2,0,1,2,0,"yes","Glasgow"
14207,"M",19,13,29,193,0,0,0,0,0,1,1,"yes","London"
14210,"M",49,9,82,318,0,4,1,0,2,0,0,"yes","Glasgow"
14254,"M",15,1,36,54,1,0,1,1,0,0,0,"yes","London"
14256,"M",13,13,15,191,0,0,0,0,0,0,1,"yes","London"
14261,"M",39,9,84,118,0,0,0,0,0,3,3,"yes","Birmingham"
14262,"F",37,5,128,133,2,0,3,3,0,2,1,"yes","Birmingham"
14273,"M",31,5,140,122,1,2,1,3,0,3,2,"yes","London"
14276,"F",13,5,28,238,0,0,0,1,0,1,0,"yes","London"
14277,"F",65,7,129,130,3,0,1,2,1,2,2,"yes","Bristol"
14289,"F",7,3,27,167,0,1,0,0,1,0,0,"yes","London"
14313,"M",11,1,36,187,2,0,0,0,0,1,0,"yes","London"
14314,"M",17,13,28,293,0,0,0,1,0,1,0,"yes","London"
14336,"F",35,13,59,157,1,0,1,0,0,3,0,"yes","London"
14342,"F",49,13,102,120,2,1,1,1,0,4,0,"yes","London"
14344,"F",39,1,91,180,2,0,1,0,2,3,0,"yes","London"
14350,"M",7,7,15,198,0,0,0,0,0,0,1,"yes","Birmingham"
14351,"M",11,1,42,80,0,0,0,0,0,1,2,"yes","London"
14357,"F",59,9,116,110,2,1,2,1,1,1,2,"yes","London"
14362,"F",27,5,50,255,0,1,1,0,1,0,1,"yes","Birmingham"
14363,"F",7,3,29,274,1,0,0,0,0,0,1,"yes","London"
14392,"M",5,3,28,137,0,0,0,0,0,2,0,"yes","Manchester"
14398,"F",69,11,137,157,2,3,2,0,1,1,3,"yes","London"
14401,"M",9,3,29,48,0,1,0,0,0,0,1,"yes","London"
14404,"F",37,1,142,109,2,1,1,1,1,3,3,"yes","London"
14420,"M",19,11,29,201,0,0,1,0,0,0,1,"yes","London"
14421,"M",9,5,23,225,2,0,0,0,0,0,0,"yes","London"
14431,"M",41,11,118,323,1,2,1,0,1,4,1,"yes","Glasgow"
14454,"F",15,1,62,172,2,0,0,0,1,1,1,"yes","Glasgow"
14464,"M",17,3,45,298,2,1,0,0,0,1,0,"yes","Birmingham"
14465,"F",15,7,38,137,0,0,2,0,0,1,0,"yes","Manchester"
14467,"F",53,13,82,195,2,0,0,1,0,3,1,"yes","London"
14494,"M",9,9,15,159,0,0,0,0,0,1,0,"yes","London"
14505,"F",5,5,15,191,0,0,0,0,0,1,0,"yes","sheffield"
14507,"F",21,13,28,183,0,0,1,0,0,1,0,"yes","Birmingham"
14512,"F",45,15,90,195,3,0,2,0,1,1,1,"yes","Birmingham"
14520,"F",45,15,65,182,0,1,0,0,0,2,2,"yes","London"
14524,"F",9,5,25,83,1,0,1,0,0,0,0,"yes","London"
14535,"M",1,1,15,172,0,0,0,0,0,0,1,"yes","Glasgow"
14544,"M",3,3,15,130,0,0,0,0,0,0,1,"yes","London"
14550,"F",39,1,99,286,2,0,1,0,1,2,2,"yes","London"
14571,"F",3,1,29,200,0,0,0,0,0,1,1,"yes","Liverpool"
